epoch,train/loss,val/loss,learning_rate,train/time,val/time,train/confmaps/neck1,train/confmaps/forepawL1,train/confmaps/forepawR1,train/confmaps/nose1,train/confmaps/tailstart1,train/confmaps/hindpawR1,train/confmaps/hindpawL1,train/confmaps/tail1,train/confmaps/centroid1,train/confmaps/tailtip1
86,3.0262541258707643e-05,4.576131686917506e-05,4.999999873689376e-05,15.260211944580078,0.1653919219970703,2.9160184567444958e-05,5.2544422942446545e-05,5.777199476142414e-05,2.7884925657417625e-05,1.3927497093391139e-05,2.224493073299527e-05,2.3896427592262626e-05,3.078016743529588e-05,2.7226360543863848e-05,1.89555503311567e-05
87,2.9515475034713745e-05,4.475272726267576e-05,4.999999873689376e-05,15.03933048248291,0.16551518440246582,2.910735747718718e-05,5.136455365573056e-05,5.535827949643135e-05,2.6177893232670613e-05,1.4155030839901883e-05,2.162356577173341e-05,2.2934013031772338e-05,3.004603786394e-05,2.65723247139249e-05,1.9470631741569377e-05
88,2.7981028324575163e-05,4.617016747943126e-05,2.499999936844688e-05,15.298027992248535,0.16390156745910645,2.759273957053665e-05,4.627636735676788e-05,5.242653060122393e-05,2.5675681172288023e-05,1.3120180483383592e-05,2.03877661988372e-05,2.20171259570634e-05,2.8620097509701736e-05,2.5744100639712997e-05,1.7801254216465168e-05
89,2.7322319510858506e-05,4.3956311856163666e-05,2.499999936844688e-05,15.151937484741211,0.1699373722076416,2.722148383327294e-05,4.586007707985118e-05,5.031359978602268e-05,2.4106520868372172e-05,1.2916274499730207e-05,1.989988231798634e-05,2.0905190467601642e-05,2.8472124540712684e-05,2.4754732294240966e-05,1.8358728993916884e-05
90,2.6979045287589543e-05,4.505276228883304e-05,2.499999936844688e-05,15.861185073852539,0.17437744140625,2.6940624593407847e-05,4.523982715909369e-05,5.060092735220678e-05,2.5310568162240088e-05,1.2452047485567164e-05,1.8916858607553877e-05,2.0681636669905856e-05,2.8089056286262348e-05,2.4586532163084485e-05,1.6526928448001854e-05
91,2.6415676984470338e-05,4.7295805416069925e-05,2.499999936844688e-05,16.60601806640625,0.1687145233154297,2.6425144824315794e-05,4.433956928551197e-05,4.893651566817425e-05,2.4196440790547058e-05,1.2457105185603723e-05,1.9182736650691368e-05,2.0003812096547335e-05,2.7974243494099937e-05,2.5500588890281506e-05,1.6672078345436603e-05
92,2.6539952159509994e-05,4.552549944492057e-05,2.499999936844688e-05,15.135311126708984,0.17336106300354004,2.5767816623556428e-05,4.372823241283186e-05,5.006996798329055e-05,2.4219458282459527e-05,1.248060380021343e-05,1.9338393030920997e-05,2.0861107259406708e-05,2.754000888671726e-05,2.4576134819653817e-05,1.7234429833479226e-05
93,2.647417386469897e-05,4.4289678044151515e-05,2.499999936844688e-05,64.16160583496094,0.17585206031799316,2.6839954443858005e-05,4.392007758724503e-05,4.9813243094831705e-05,2.44565999309998e-05,1.211454400618095e-05,1.856254311860539e-05,2.0542825950542465e-05,2.6805162633536384e-05,2.4978671717690304e-05,1.6776253687567078e-05
94,2.6147972675971687e-05,4.4078300561523065e-05,2.499999936844688e-05,14.999446868896484,0.1748960018157959,2.614605000417214e-05,4.270430872566067e-05,4.917045953334309e-05,2.5410312446183525e-05,1.1486317816888914e-05,1.8439377527101897e-05,2.0095569198019803e-05,2.7209651307202876e-05,2.4075803594314493e-05,1.7402604498784058e-05
95,2.5616549464757554e-05,4.5543241867562756e-05,2.499999936844688e-05,14.818504333496094,0.17074060440063477,2.600342850200832e-05,4.133686161367223e-05,4.7914025344653055e-05,2.3857033738750033e-05,1.2380013686197344e-05,1.865753802121617e-05,2.0154824596829712e-05,2.809951183735393e-05,2.384571052971296e-05,1.594720197317656e-05
96,2.578926614660304e-05,4.522410745266825e-05,2.499999936844688e-05,15.225152969360352,0.17125964164733887,2.5413692128495313e-05,4.301579247112386e-05,4.726072074845433e-05,2.3987246095202863e-05,1.1530085430422332e-05,1.7944439605344087e-05,1.9754823370021768e-05,2.8045793442288414e-05,2.3783903088769875e-05,1.686295581748709e-05
97,2.4915840185713023e-05,4.4937569327885285e-05,1.249999968422344e-05,15.030621528625488,0.17679309844970703,2.4910526917665266e-05,4.0763861761661246e-05,4.56156485597603e-05,2.3849586796131916e-05,1.1679700946842786e-05,1.7427297279937193e-05,1.942132439580746e-05,2.640046295709908e-05,2.295876038260758e-05,1.6248945030383766e-05
98,2.428636980766896e-05,4.414323848322965e-05,1.249999968422344e-05,14.850534439086914,0.17449402809143066,2.470841172907967e-05,4.019086554762907e-05,4.56074922112748e-05,2.362251325394027e-05,1.0806986210809555e-05,1.7365508028888144e-05,1.81513860297855e-05,2.6156796593568288e-05,2.2785337932873517e-05,1.5370023902505636e-05
99,2.407543797744438e-05,4.46663070761133e-05,1.249999968422344e-05,19.578445434570312,0.17121672630310059,2.427295476081781e-05,3.9150712836999446e-05,4.497408008319326e-05,2.295862759638112e-05,1.1559525773918722e-05,1.7578593542566523e-05,1.8757080397335812e-05,2.4929266146500595e-05,2.292552380822599e-05,1.5054682990012225e-05
